Name;Families;;
Elkei;Torricelli;;
Elseng;Language isolate;;
Elu;Austronesian;;
Emae;Austronesian;;
Emai-Iuleha-Ora;Niger-Congo;;
Eman;Niger-Congo;;
Embaloh;Austronesian;;
Embera Baudó;Chocoan;;
Embera Catío;Chocoan;;
Embera Chamí;Chocoan;;
Embera Tadó;Chocoan;;
Emberá, Northern;Chocoan;;
Emem;Pauwasi;;
Emilian;Indo-European;;
Emplawas;Austronesian;;
En;Kra-Dai;;
Enawené-Nawé;Maipurean;;
Ende;Austronesian;;
Enets, Forest;Uralic;;
Enets, Tundra;Uralic;;
Enga;Trans-New Guinea;;
Engdewu;Austronesian;;
Engenni;Niger-Congo;;
Enggano;Austronesian;;
English;Indo-European;;
Enlhet;Mascoyan;;
Enrekang;Austronesian;;
Enu;Sino-Tibetan;;
Enwan;Niger-Congo;;
Enwan;Niger-Congo;;
Enxet;Mascoyan;;
Enya;Niger-Congo;;
Epena;Chocoan;;
Epie;Niger-Congo;;
Equatorial Guinean Pidgin;Creole;;
Eravallan;Dravidian;;
Ere;Austronesian;;
Erokwanas;Austronesian;;
Erre;Australian;;
Erromintxela;Mixed language;;
Ersu;Sino-Tibetan;;
Eruwa;Niger-Congo;;
Erzya;Uralic;;
Esahie;Niger-Congo;;
Esan;Niger-Congo;;
Ese;Trans-New Guinea;;
Ese Ejja;Tacanan;;
Eshtehardi;Indo-European;;
Esimbi;Niger-Congo;;
Eskayan;Mixed language;;
Esperanto;Constructed language;;
Esselen;Language isolate;;
Essono;Austronesian;;
Estonian, Standard;Uralic;;
Esuma;Niger-Congo;;
Etchemin;Algic;;
Etebi;Niger-Congo;;
Etkywan;Niger-Congo;;
Eton;Austronesian;;
Eton;Niger-Congo;;
Etsako;Niger-Congo;;
Etulo;Niger-Congo;;
Eudeve;Uto-Aztecan;;
Evant;Niger-Congo;;
Even;Tungusic;;
Evenki;Tungusic;;
Eviya;Niger-Congo;;
Ewage-Notu;Trans-New Guinea;;
Éwé;Niger-Congo;;
Ewondo;Niger-Congo;;
Extremaduran;Indo-European;;
Eyak;Eyak-Athabaskan;;
Ezaa;Niger-Congo;;
Fa d’Ambu;Creole;;
Fagani;Austronesian;;
Fagauvea;Austronesian;;
Faifi;Afro-Asiatic;;
Faiwol;Trans-New Guinea;;
Fala;Indo-European;;
Fali Muchella;Afro-Asiatic;;
Fali of Baissa;Niger-Congo;;
Fali, North;Niger-Congo;;
Fali, South;Niger-Congo;;
Fam;Niger-Congo;;
Fanamaket;Austronesian;;
Fanbak;Austronesian;;
Fang;Niger-Congo;;
Fang;Niger-Congo;;
Fania;Niger-Congo;;
Farefare;Niger-Congo;;
Faroese;Indo-European;;
Fars, Southwestern;Indo-European;;
Fasu;Trans-New Guinea;;
Fataleka;Austronesian;;
Fataluku;Trans-New Guinea;;
Fayu;Lakes Plain;;
Fe’fe’;Niger-Congo;;
Fedan;Austronesian;;
Fembe;Trans-New Guinea;;
Feroge;Niger-Congo;;
Fiji Hindi;Indo-European;;
Fijian;Austronesian;;
Fijian, Western;Austronesian;;
Filipino;Austronesian;;
Finnish;Uralic;;
Finnish, Kven;Uralic;;
Finongan;Trans-New Guinea;;
Fipa;Niger-Congo;;
Firan;Niger-Congo;;
Fiwaga;Trans-New Guinea;;
Flaaitaal;Creole;;
Flinders Island;Australian;;
Foau;Lakes Plain;;
Foi;Trans-New Guinea;;
Foia Foia;Trans-New Guinea;;
Folopa;Trans-New Guinea;;
Foma;Niger-Congo;;
Fon;Niger-Congo;;
Fongoro;Nilo-Saharan;;
Foodo;Niger-Congo;;
Forak;Trans-New Guinea;;
Fordata;Austronesian;;
Fore;Trans-New Guinea;;
French;Indo-European;;
French, Cajun;Indo-European;;
Frisian;Indo-European;;
Frisian, Northern;Indo-European;;
Friulian;Indo-European;;
Fulfulde, Adamawa;Niger-Congo;;
Fulfulde, Bagirmi;Niger-Congo;;
Fulfulde, Borgu;Niger-Congo;;
Fulfulde, Central-Eastern Niger;Niger-Congo;;
Fulfulde, Maasina;Niger-Congo;;
Fulfulde, Nigerian;Niger-Congo;;
Fulfulde, Western Niger;Niger-Congo;;
Fuliiru;Niger-Congo;;
Fulu;Nilo-Saharan;;
Fulumu;Trans-New Guinea;;
Fum;Niger-Congo;;
Fungwa;Niger-Congo;;
Fur;Nilo-Saharan;;
Futuna-Aniwa;Austronesian;;
Futuna, East;Austronesian;;
Fuyug;Trans-New Guinea;;
Fwâi;Austronesian;;
Fwe;Niger-Congo;;
Fyer;Afro-Asiatic;;
Ga;Niger-Congo;;
Ga’anda;Afro-Asiatic;;
Gaa;Niger-Congo;;
Gaam;Nilo-Saharan;;
Gabi-Gabi;Australian;;
Gabri;Afro-Asiatic;;
Gabrielino-Fernandeño;Uto-Aztecan;;
Gadaba, Bodo;Austro-Asiatic;;
Gadaba, Mudhili;Dravidian;;
Gadaba, Pottangi Ollar;Dravidian;;
Gadang;Afro-Asiatic;;
Gaddang;Austronesian;;
Gaddi;Indo-European;;
Gade;Niger-Congo;;
Gadjerawang;Australian;;
Gadsup;Trans-New Guinea;;
Gafat;Afro-Asiatic;;
Gagadu;Australian;;
Gagauz;Turkic;;
Gahri;Sino-Tibetan;;
Gaikundi;Sepik;;
Gail;Unclassified;;
Gaina;Trans-New Guinea;;
Gal;Trans-New Guinea;;
Gala;Sepik;;
Galambi;Afro-Asiatic;;
Galela;West Papuan;;
Galeya;Austronesian;;
Galice;Eyak-Athabaskan;;
Galician;Indo-European;;
Galolen;Austronesian;;
Gamane;Trans-New Guinea;;
Gambera;Australian;;
Gamilaraay;Australian;;
Gamit;Indo-European;;
Gamkonora;West Papuan;;
Gamo;Afro-Asiatic;;
Gamo-Ningi;Niger-Congo;;
Gana;Austronesian;;
Ganang;Niger-Congo;;
Ganda;Niger-Congo;;
Gane;Austronesian;;
Ganggalida;Australian;;
Ganglau;Trans-New Guinea;;
Gangte;Sino-Tibetan;;
Gangulu;Australian;;
Gants;Trans-New Guinea;;
Ganza;Afro-Asiatic;;
Ganzi;Niger-Congo;;
Gao;Austronesian;;
Gapapaiwa;Austronesian;;
Garasia, Adiwasi;Indo-European;;
Garasia, Rajput;Indo-European;;
Garhwali;Indo-European;;
Garifuna;Maipurean;;
Garig-Ilgar;Australian;;
Garingbal;Australian;;
Garlali;Australian;;
Garo;Sino-Tibetan;;
Garre;Afro-Asiatic;;
Garrwa;Australian;;
Garus;Trans-New Guinea;;
Garza;Comecrudan;;
Gata’;Austro-Asiatic;;
Gavak;Trans-New Guinea;;
Gavar;Afro-Asiatic;;
Gavião do Jiparaná;Tupian;;
Gavião, Pará;Jean;;
Gawar-Bati;Indo-European;;
Gawri;Indo-European;;
Gayil;Afro-Asiatic;;
Gayo;Austronesian;;
Gazi;Indo-European;;
Gaꞌdang;Austronesian;;
Gbagyi;Niger-Congo;;
Gban;Niger-Congo;;
Gbanu;Niger-Congo;;
Gbanziri;Niger-Congo;;
Gbari;Niger-Congo;;
Gbaya;Nilo-Saharan;;
Gbaya-Bossangoa;Niger-Congo;;
Gbaya-Bozoum;Niger-Congo;;
Gbaya-Mbodomo;Niger-Congo;;
Gbaya, Northwest;Niger-Congo;;
Gbaya, Southwest;Niger-Congo;;
Gbayi;Niger-Congo;;
Gbe, Ayizo;Niger-Congo;;
Gbe, Ci;Niger-Congo;;
Gbe, Defi;Niger-Congo;;
Gbe, Eastern Xwla;Niger-Congo;;
Gbe, Gbesi;Niger-Congo;;
Gbe, Kotafon;Niger-Congo;;
Gbe, Maxi;Niger-Congo;;
Gbe, Saxwe;Niger-Congo;;
Gbe, Tofin;Niger-Congo;;
Gbe, Waci;Niger-Congo;;
Gbe, Weme;Niger-Congo;;
Gbe, Western Xwla;Niger-Congo;;
Gbe, Xwela;Niger-Congo;;
Gbii;Niger-Congo;;
Gbin;Niger-Congo;;
Gciriku;Niger-Congo;;
Ge;Hmong-Mien;;
Gebe;Austronesian;;
Gebusi;Trans-New Guinea;;
Gedaged;Austronesian;;
Gedeo;Afro-Asiatic;;
Geez;Afro-Asiatic;;
Gela;Austronesian;;
Gelao, Green;Kra-Dai;;
Gelao, Red;Kra-Dai;;
Geme;Niger-Congo;;
Gen;Niger-Congo;;
Gende;Trans-New Guinea;;
Gengle;Niger-Congo;;
Georgian;Kartvelian;;
Gepo;Sino-Tibetan;;
Gera;Afro-Asiatic;;
Gerai;Austronesian;;
German, Colonia Tovar;Indo-European;;
German, Pennsylvania;Indo-European;;
German, Standard;Indo-European;;
German, Swiss;Indo-European;;
Geruma;Afro-Asiatic;;
Geser-Gorom;Austronesian;;
Ghadamès;Afro-Asiatic;;
Ghale, Northern;Sino-Tibetan;;
Ghale, Southern;Sino-Tibetan;;
Ghanaian Pidgin English;Creole;;
Ghanongga;Austronesian;;
Ghari;Austronesian;;
Ghayavi;Austronesian;;
Ghera;Indo-European;;
Ghodoberi;Nakh-Daghestanian;;
Ghomálá’;Niger-Congo;;
Ghomara;Afro-Asiatic;;
Ghotuo;Niger-Congo;;
Ghulfan;Nilo-Saharan;;
Gibanawa;Pidgin;;
Gichuka;Niger-Congo;;
Gidar;Afro-Asiatic;;
Giiwo;Afro-Asiatic;;
Gikuyu;Niger-Congo;;
Gikyode;Niger-Congo;;
Gilaki;Indo-European;;
Gilima;Niger-Congo;;
Gilyak;Language isolate;;
Gimi;Austronesian;;
Gimi;Trans-New Guinea;;
Gimme;Niger-Congo;;
Gimnime;Niger-Congo;;
Ginuman;Trans-New Guinea;;
Ginyanga;Niger-Congo;;
Girawa;Trans-New Guinea;;
Girirra;Afro-Asiatic;;
Githabul;Australian;;
Gitua;Austronesian;;
Gitxsan;Tsimshian;;
Giyug;Australian;;
Giziga;Afro-Asiatic;;
Giziga, North;Afro-Asiatic;;
Gizrra;Eastern Trans-Fly;;
Glaro-Twabo;Niger-Congo;;
Glavda;Afro-Asiatic;;
Glio-Oubi;Niger-Congo;;
Gnau;Torricelli;;
Goaria;Indo-European;;
Gobu;Niger-Congo;;
Godié;Niger-Congo;;
Godwari;Indo-European;;
Goemai;Afro-Asiatic;;
Gofa;Afro-Asiatic;;
Gogo;Niger-Congo;;
Gogodala;Trans-New Guinea;;
Gokana;Niger-Congo;;
Gola;Niger-Congo;;
Golin;Trans-New Guinea;;
Golpa;Australian;;
Gondi, Adilabad;Dravidian;;
Gondi, Aheri;Dravidian;;
Gondi, Northern;Dravidian;;
Gone Dau;Austronesian;;
Gongduk;Sino-Tibetan;;
Gonja;Niger-Congo;;
Goo;Niger-Congo;;
Goodenough, West;Austronesian;;
Gooniyandi;Australian;;
Gor;Nilo-Saharan;;
Gorakor;Austronesian;;
Gorap;Austronesian;;
Goreng;Australian;;
Gorontalo;Austronesian;;
Gorovu;Ramu-Lower Sepik;;
Gorwaa;Afro-Asiatic;;
Goundo;Niger-Congo;;
Gourmanchéma;Niger-Congo;;
Gowlan;Indo-European;;
Gowli;Indo-European;;
Gowro;Indo-European;;
Gozarkhani;Indo-European;;
Grangali;Indo-European;;
Great Andamanese, Mixed;Andamanese;;
Grebo, Barclayville;Niger-Congo;;
Grebo, Central;Niger-Congo;;
Grebo, Gboloo;Niger-Congo;;
Grebo, Northern;Niger-Congo;;
Grebo, Southern;Niger-Congo;;
Greek;Indo-European;;
Greek, Ancient;Indo-European;;
Greenlandic;Eskimo-Aleut;;
Grenadian English Creole;Creole;;
Gresi;Nimboran;;
Groma;Sino-Tibetan;;
Gronings;Indo-European;;
Gros Ventre;Algic;;
Gua;Niger-Congo;;
Guadeloupean French Creole;Creole;;
Guahibo;Guajiboan;;
Guajá;Tupian;;
Guajajára;Tupian;;
Guana;Maipurean;;
Guana;Mascoyan;;
Guanche;Afro-Asiatic;;
Guaraní, Ava;Tupian;;
Guaraní, Eastern Bolivian;Tupian;;
Guaraní, Mbyá;Tupian;;
Guaraní, Paraguayan;Tupian;;
Guaraní, Western Bolivian;Tupian;;
Guarayu;Tupian;;
Guarequena;Maipurean;;
Guató;Language isolate;;
Guayabero;Guajiboan;;
Gudang;Australian;;
Gudanji;Australian;;
Gude;Afro-Asiatic;;
Gudu;Afro-Asiatic;;
Guduf-Gava;Afro-Asiatic;;
Guébie;Niger-Congo;;
Guernésiais;Indo-European;;
Gugadj;Australian;;
Gugu Badhun;Australian;;
Gugu Warra;Australian;;
Guhu-Samane;Trans-New Guinea;;
Guianese French Creole;Creole;;
Guinea-Bissau Creole;Creole;;
Guiqiong;Sino-Tibetan;;
Gujarati;Indo-European;;
Gujari;Indo-European;;
Gula;Nilo-Saharan;;
Gula;Nilo-Saharan;;
Gula Iro;Niger-Congo;;
Gula’alaa;Austronesian;;
Gulay;Nilo-Saharan;;
Gule;Nilo-Saharan;;
Gumalu;Trans-New Guinea;;
Gumatj;Australian;;
Gumawana;Austronesian;;
Gumuz;Nilo-Saharan;;
Gun;Niger-Congo;;
Gundi;Niger-Congo;;
Gunditjmara;Australian;;
Gundungurra;Australian;;
Gungabula;Australian;;
Gungu;Niger-Congo;;
Gunwinggu;Australian;;
Gunya;Australian;;
Gupa-Abawa;Niger-Congo;;
Gupapuyngu;Australian;;
Guramalum;Austronesian;;
Gurani;Indo-European;;
Gurdjar;Australian;;
Gureng Gureng;Australian;;
Gurgula;Indo-European;;
Gurindji;Australian;;
Gurindji Kriol;Mixed language;;
Gurmana;Niger-Congo;;
Guro;Niger-Congo;;
Gurr-goni;Australian;;
Gurung;Sino-Tibetan;;
Guruntum-Mbaaru;Afro-Asiatic;;
Gusilay;Niger-Congo;;
Guugu Yimidhirr;Australian;;
Guwa;Australian;;
Guwamu;Australian;;
Guya;Trans-New Guinea;;
Guyanese Creole;Creole;;
Guyani;Australian;;
Gvoko;Afro-Asiatic;;
Gwa;Niger-Congo;;
Gwahatike;Trans-New Guinea;;
Gwak;Niger-Congo;;
Gwama;Nilo-Saharan;;
Gwamhi-Wuri;Niger-Congo;;
Gwandara;Afro-Asiatic;;
Gwatlelir;Austronesian;;
Gweda;Austronesian;;
Gweno;Niger-Congo;;
Gwere;Niger-Congo;;
Gwich’in;Eyak-Athabaskan;;
Gyaazi;Afro-Asiatic;;
Gyalsumdo;Sino-Tibetan;;
Gyeli;Niger-Congo;;
Gyem;Niger-Congo;;
Gyong;Niger-Congo;;
ǀGwi;Khoe-Kwadi;;
ǁGana;Khoe-Kwadi;;
Ha;Niger-Congo;;
Habun;Austronesian;;
Hadiyya;Afro-Asiatic;;
Hadza;Language isolate;;
Haeke;Austronesian;;
Hahon;Austronesian;;
Hai|ǁom;Khoe-Kwadi;;
Haida, Northern;Haida;;
Haida, Southern;Haida;;
Haigwai;Austronesian;;
Hainanese;Sino-Tibetan;;
Haisla;Wakashan;;
Haitian Creole;Creole;;
Haitian Vodoun Culture Language;Unclassified;;
Haji;Austronesian;;
Hajong;Indo-European;;
Hakö;Austronesian;;
Halang;Austro-Asiatic;;
Halang Doan;Austro-Asiatic;;
Halbi;Indo-European;;
Halia;Austronesian;;
Halkomelem;Salish;;
Hamap;Trans-New Guinea;;
Hamba;Niger-Congo;;
Hamer-Banne;Afro-Asiatic;;
Hamtai;Trans-New Guinea;;
Han;Eyak-Athabaskan;;
Hanga;Niger-Congo;;
Hanga Hundi;Sepik;;
Hangaza;Niger-Congo;;
Hani;Sino-Tibetan;;
Hano;Austronesian;;
Hanunoo;Austronesian;;
Harari;Afro-Asiatic;;
Haroi;Austronesian;;
Haroti;Indo-European;;
Harsusi;Afro-Asiatic;;
Haruai;Piawi;;
Haruku;Austronesian;;
Haryanvi;Indo-European;;
Harzani;Indo-European;;
Hasha;Niger-Congo;;
Hassaniyya;Afro-Asiatic;;
Hatam;Language isolate;;
Hausa;Afro-Asiatic;;
Havasupai-Hualapai-Yavapai;Cochimí-Yuman;;
Haveke;Austronesian;;
Havu;Niger-Congo;;
Hawaii Pidgin;Creole;;
Hawaiian;Austronesian;;
Hawu;Austronesian;;
Haya;Niger-Congo;;
Hazaragi;Indo-European;;
Hdi;Afro-Asiatic;;
Hebrew;Afro-Asiatic;;
Hebrew, Ancient;Afro-Asiatic;;
Hehe;Niger-Congo;;
Heiban;Niger-Congo;;
Heiltsuk;Wakashan;;
Heiyoho;Torricelli;;
Helong;Austronesian;;
Hema;Niger-Congo;;
Hemba;Niger-Congo;;
Hember Avu;Trans-New Guinea;;
Herdé;Afro-Asiatic;;
Herero;Niger-Congo;;
Hermit;Austronesian;;
Hértevin;Afro-Asiatic;;
Hewa;Sepik;;
Hibito;Cholonan;;
Hidatsa;Siouan-Catawban;;
Higaonon;Austronesian;;
Hijuk;Niger-Congo;;
Hiligaynon;Austronesian;;
Himarimã;Unclassified;;
Hindi;Indo-European;;
Hindko, Northern;Indo-European;;
Hindko, Southern;Indo-European;;
Hinduri;Indo-European;;
Hindustani, Sarnami;Indo-European;;
Hinukh;Nakh-Daghestanian;;
Hitu;Austronesian;;
Hiw;Austronesian;;
Hixkaryána;Cariban;;
Hlai;Kra-Dai;;
Hlersu;Sino-Tibetan;;
Hmar;Sino-Tibetan;;
Hmong Daw;Hmong-Mien;;
Hmong Dô;Hmong-Mien;;
Hmong Don;Hmong-Mien;;
Hmong Njua;Hmong-Mien;;
Hmwaveke;Austronesian;;
Ho;Austro-Asiatic;;
Ho-Chunk;Siouan-Catawban;;
Hoava;Austronesian;;
Hobyót;Afro-Asiatic;;
Hodï;Language isolate;;
Hohumono;Niger-Congo;;
Hoia Hoia;Trans-New Guinea;;
Holikachuk;Eyak-Athabaskan;;
Holiya;Dravidian;;
Holma;Afro-Asiatic;;
Holoholo;Niger-Congo;;
Holu;Niger-Congo;;
Homa;Niger-Congo;;
Hõne;Niger-Congo;;
Honi;Sino-Tibetan;;
Hopi;Uto-Aztecan;;
Horo;Nilo-Saharan;;
Horom;Niger-Congo;;
Horpa;Sino-Tibetan;;
Hoti;Austronesian;;
Hovongan;Austronesian;;
Hoyahoya;Trans-New Guinea;;
Hozo;Afro-Asiatic;;
Hpon;Sino-Tibetan;;
Hrangkhol;Sino-Tibetan;;
Hre;Austro-Asiatic;;
Hruso;Sino-Tibetan;;
Hu;Austro-Asiatic;;
Huachipaeri;Harákmbut;;
Huarijío;Uto-Aztecan;;
Huastec;Mayan;;
Huaulu;Austronesian;;
Huave, San Dionisio del Mar;Huavean;;
Huave, San Francisco del Mar;Huavean;;
Huave, San Mateo del Mar;Huavean;;
Huave, Santa María del Mar;Huavean;;
Huichol;Uto-Aztecan;;
Huilliche;Mapudungu;;
Hukumina;Austronesian;;
Hulaulá;Afro-Asiatic;;
Huli;Trans-New Guinea;;
Hulung;Austronesian;;
Humene;Trans-New Guinea;;
Humla;Sino-Tibetan;;
Hunde;Niger-Congo;;
Hung;Austro-Asiatic;;
Hungana;Niger-Congo;;
Hungarian;Uralic;;
Hungu;Niger-Congo;;
Hunjara-Kaina Ke;Trans-New Guinea;;
Hunsrik;Indo-European;;
Hunzib;Indo-European;;
Hupa;Eyak-Athabaskan;;
Hupdë;Puinavean;;
Hupla;Trans-New Guinea;;
Hutterisch;Indo-European;;
Hwana;Afro-Asiatic;;
Hya;Afro-Asiatic;;
Hyam;Niger-Congo;;
Hyolmo;Sino-Tibetan;;
I-wak;Austronesian;;
I’saka;Skou;;
Iaai;Austronesian;;
Iamalele;Austronesian;;
Iatê;Language isolate;;
Iatmul;Sepik;;
Iau;Lakes Plain;;
Ibaas;Niger-Congo;;
Ibaloi;Austronesian;;
Iban;Austronesian;;
Ibanag;Austronesian;;
Ibani;Niger-Congo;;
Ibatan;Austronesian;;
Ibibio;Niger-Congo;;
Ibino;Niger-Congo;;
Ibu;West Papuan;;
Ibuoro;Niger-Congo;;
Icelandic;Indo-European;;
Iceve-Maci;Niger-Congo;;
Ida’an;Austronesian;;
Idaté;Austronesian;;
Idere;Niger-Congo;;
Idi;South-Central Papuan;;
Idio;Austronesian;;
Idoma;Niger-Congo;;
Idu-Mishmi;Sino-Tibetan;;
Iduna;Austronesian;;
Ifè;Niger-Congo;;
Ifo;Austronesian;;
Ifugao, Amganad;Austronesian;;
Ifugao, Batad;Austronesian;;
Ifugao, Mayoyao;Austronesian;;
Ifugao, Tuwali;Austronesian;;
Igala;Niger-Congo;;
Igana;Ramu-Lower Sepik;;
Igbo;Niger-Congo;;
Igede;Niger-Congo;;
Ignaciano;Maipurean;;
Igo;Niger-Congo;;
Iguta;Niger-Congo;;
Igwe;Niger-Congo;;
Iha;Trans-New Guinea;;
Iha Based Pidgin;Pidgin;;
Ihievbe;Niger-Congo;;
Ijo, Southeast;Niger-Congo;;
Ik;Nilo-Saharan;;
Ika;Niger-Congo;;
Ikaranggal;Australian;;
Ikhin-Aokho;Niger-Congo;;
Ikizu;Niger-Congo;;
Iko;Niger-Congo;;
Ikobi;Trans-New Guinea;;
Ikoma-Nata-Isenye;Niger-Congo;;
Ikpeng;Cariban;;
Ikpeshi;Niger-Congo;;
Ikposo;Niger-Congo;;
Iku-Gora-Ankwa;Niger-Congo;;
Ikulu;Niger-Congo;;
Ikwere;Niger-Congo;;
Ikwo;Niger-Congo;;
Ila;Niger-Congo;;
Ile Ape;Austronesian;;
Ili Turki;Turkic;;
Ili’uun;Austronesian;;
Ilocano;Austronesian;;
Ilue;Niger-Congo;;
Imbongu;Trans-New Guinea;;
Imonda;Border;;
Imotong;Nilo-Saharan;;
Imroing;Austronesian;;
Inabaknon;Austronesian;;
Inagta Alabat;Austronesian;;
Inapang;Ramu-Lower Sepik;;
Iñapari;Maipurean;;
Indo-Portuguese;Creole;;
Indonesian;Austronesian;;
Indonesian, Makassar;Austronesian;;
Indonesian, Peranakan;Creole;;
Indri;Niger-Congo;;
Ineseño;Chumashan;;
Inga;Quechuan;;
Inga, Jungle;Quechuan;;
Ingrian;Uralic;;
Ingush;Nakh-Daghestanian;;
Inku;Indo-European;;
Innu;Algic;;
Inoke-Yate;Trans-New Guinea;;
Inonhan;Austronesian;;
Inor;Afro-Asiatic;;
Inter-Zab Jewish Neo-Aramaic;Afro-Asiatic;;
Intha;Sino-Tibetan;;
Inuinnaqtun;Eskimo-Aleut;;
Inuktitut, Eastern Canadian;Eskimo-Aleut;;
Inupiatun, North Alaskan;Eskimo-Aleut;;
Inupiatun, Northwest Alaska;Eskimo-Aleut;;
Iowa-Oto;Siouan-Catawban;;
Ipiko;Trans-New Guinea;;
Ipili;Trans-New Guinea;;
Ipulo;Niger-Congo;;
Iquitu;Zaparoan;;
Ir;Austro-Asiatic;;
Irántxe;Language isolate;;
Iranun;Austronesian;;
Iranun;Austronesian;;
Iraqw;Afro-Asiatic;;
Irarutu;Austronesian;;
Iraya;Austronesian;;
Irish;Indo-European;;
Irula;Dravidian;;
Isabi;Trans-New Guinea;;
Isanzu;Niger-Congo;;
Isconahua;Panoan;;
Isebe;Trans-New Guinea;;
Isekiri;Niger-Congo;;
Ishkashimi;Indo-European;;
Isinay;Austronesian;;
Isirawa;Tor-Kwerba;;
Island Carib;Maipurean;;
Islander English Creole;Creole;;
Isnag;Austronesian;;
Isoko;Niger-Congo;;
Istriot;Indo-European;;
Isu;Niger-Congo;;
Isubu;Niger-Congo;;
Italian;Indo-European;;
Itang;Niger-Congo;;
Itawit;Austronesian;;
Itelmen;Chukotko-Kamchatkan;;
Iten;Niger-Congo;;
Itene;Chapacuran;;
Itik;Tor-Kwerba;;
Itneg, Binongan;Austronesian;;
Itneg, Inlaud;Austronesian;;
Itneg, Maeng;Austronesian;;
Itneg, Masadiit;Austronesian;;
Itneg, Moyadan;Austronesian;;
Ito;Niger-Congo;;
Itonama;Language isolate;;
Itu Mbon Uzo;Niger-Congo;;
Itza’;Mayan;;
Iu Mien;Hmong-Mien;;
Ivatan;Austronesian;;
Ivbie North-Okpela-Arhe;Niger-Congo;;
Iwaidja;Australian;;
Iwal;Austronesian;;
Iwam;Sepik;;
Iwam, Sepik;Sepik;;
Ixcatec;Otomanguean;;
Ixil;Mayan;;
Iyansi;Niger-Congo;;
Iyasa;Niger-Congo;;
Iyayu;Niger-Congo;;
Iyive;Niger-Congo;;
Iyo;Trans-New Guinea;;
Iyongiyong;Niger-Congo;;
Izere;Niger-Congo;;
Izii;Niger-Congo;;
Izon;Niger-Congo;;
Izora;Niger-Congo;;
Jabutí;Jabutian;;
Jad;Sino-Tibetan;;
Jadgali;Indo-European;;
Jah Hut;Austro-Asiatic;;
Jahanka;Niger-Congo;;
Jaitmatang;Australian;;
Jakalteko;Mayan;;
Jakattoe;Afro-Asiatic;;
Jakun;Austronesian;;
Jalkunan;Niger-Congo;;
Jamaican English Creole;Creole;;
Jamamadí;Arauan;;
Jandai;Australian;;
Jandavra;Indo-European;;
Jangkang;Austronesian;;
Jangshung;Sino-Tibetan;;
Janji;Niger-Congo;;
Japanese;Japonic;;
Japreria;Cariban;;
Jaqaru;Aymaran;;
Jara;Afro-Asiatic;;
Jarai;Austronesian;;
Jarawa;Andamanese;;
Jaru;Australian;;
Jaunsari;Indo-European;;
Javanese;Austronesian;;
Javanese, New Caledonian;Austronesian;;
Javanese, Suriname;Austronesian;;
Javindo;Creole;;
Jawe;Austronesian;;
Jaya;Nilo-Saharan;;
Jebero;Cahuapanan;;
Jeh;Austro-Asiatic;;
Jehai;Austro-Asiatic;;
Jejueo;Koreanic;;
Jemez;Kiowa-Tanoan;;
Jere;Niger-Congo;;
Jeri Kuo;Niger-Congo;;
Jerung;Sino-Tibetan;;
Jewish Babylonian Aramaic;Afro-Asiatic;;
Jiamao;Kra-Dai;;
Jiarong;Sino-Tibetan;;
Jiba;Niger-Congo;;
Jibu;Niger-Congo;;
Jiiddu;Afro-Asiatic;;
Jilbe;Afro-Asiatic;;
Jimi;Afro-Asiatic;;
Jimjimen;Afro-Asiatic;;
Jingpho;Sino-Tibetan;;
Jingulu;Australian;;
Jinuo, Buyuan;Sino-Tibetan;;
Jinuo, Youle;Sino-Tibetan;;
Jirel;Sino-Tibetan;;
Jiru;Niger-Congo;;
Jita;Niger-Congo;;
Jju;Niger-Congo;;
Jo;Austronesian;;
Jofotek-Bromnya;Tor-Kwerba;;
Jogi;Indo-European;;
Jogwai;Lakes Plain;;
Jola-Felupe;Niger-Congo;;
Jola-Fonyi;Niger-Congo;;
Jola-Kasa;Niger-Congo;;
Jonkor Bourmataguil;Afro-Asiatic;;
Jopadhola;Nilo-Saharan;;
Jorá;Tupian;;
Jowulu;Niger-Congo;;
Juang;Austro-Asiatic;;
Judeo-Berber;Afro-Asiatic;;
Judeo-Georgian;Kartvelian;;
Judeo-Italian;Indo-European;;
Judeo-Persian;Indo-European;;
Judeo-Tat;Indo-European;;
Jukun Takum;Niger-Congo;;
Jula;Niger-Congo;;
Júma;Tupian;;
Jumjum;Nilo-Saharan;;
Jumli;Indo-European;;
Jur Modo;Nilo-Saharan;;
Juray;Austro-Asiatic;;
Jurchen;Tungusic;;
Jurúna;Tupian;;
Juu;Afro-Asiatic;;
Juwar;Torricelli;;
Juǀ’hoansi;Kx’a;;
Jwira-Pepesa;Niger-Congo;;
K’iche’;Mayan;;
Kaamba;Niger-Congo;;
Kaan;Niger-Congo;;
Kaansa;Niger-Congo;;
Kaapor;Tupian;;
Kaba Démé, Sara;Nilo-Saharan;;
Kaba Naa, Sara;Nilo-Saharan;;
Kabalai;Afro-Asiatic;;
Kabardian;Abkhaz-Adyghe;;
Kabatei;Indo-European;;
Kabba;Nilo-Saharan;;
Kabiyè;Niger-Congo;;
Kabola;Trans-New Guinea;;
Kaburi;Trans-New Guinea;;
Kabutra;Indo-European;;
Kabuverdianu;Creole;;
Kabwa;Niger-Congo;;
Kabwari;Niger-Congo;;
Kabyle;Afro-Asiatic;;
Kacchi;Indo-European;;
Kachama-Ganjule;Afro-Asiatic;;
Kachari;Sino-Tibetan;;
Kachok;Austro-Asiatic;;
Kadai;Austronesian;;
Kadar;Dravidian;;
